skin_isim;bynogame_fiyat_tl;son_hafta_satılan;son_2_hafta_satılan;son_1_ay_satılan;son_2_ay_satılan;son_3_ay_satılan;son_hafta_ortalama_fiyat;son_2_hafta_ortalama_fiyat;son_1_ay_ortalama_fiyat;son_2_ay_ortalama_fiyat;son_3_ay_ortalama_fiyat
StatTrak™ Zeus x27 | Olympus (Factory New);2.100;-;-;-;-;-;;;-;;
Music Kit | TWERL and Ekko & Sidetrack, Under Bright Lights;306;6;7;15;23;39;294 ₺;298 ₺;318 ₺;318 ₺;301 ₺
Souvenir M4A4 | Eye of Horus (Battle-Scarred);20.815;-;-;-;-;-;;;-;;
★ StatTrak™ Falchion Knife | Autotronic (Well-Worn);8.500;-;-;-;-;-;;;-;;
Souvenir FAMAS | Waters of Nephthys (Battle-Scarred);1.240;-;-;-;-;-;;;-;;
Souvenir Nova | Sobek's Bite (Battle-Scarred);165;-;-;-;-;-;;;-;;
Souvenir P90 | ScaraB Rush (Battle-Scarred);247;-;-;-;-;-;;;-;;
Souvenir M4A4 | Eye of Horus (Field-Tested);15.234;-;-;-;-;-;;;-;;
Souvenir M4A1-S | Mud-Spec (Well-Worn);228;-;-;-;-;-;;;-;;
Souvenir Tec-9 | Mummy's Rot (Factory New);544;-;-;-;-;-;;;-;;
Souvenir AK-47 | Steel Delta (Well-Worn);544;1;1;1;1;1;238 ₺;238 ₺;238 ₺;238 ₺;238 ₺
Souvenir P250 | Apep's Curse (Battle-Scarred);1.030;-;-;-;-;-;;;-;;
Souvenir P250 | Apep's Curse (Minimal Wear);1.609;-;-;-;-;-;;;-;;
Souvenir MAC-10 | Echoing Sands (Factory New);227;-;-;-;-;-;;;-;;
Souvenir Nova | Sobek's Bite (Well-Worn);146;-;-;-;-;-;;;-;;
Souvenir Glock-18 | Ramese's Reach (Minimal Wear);922;-;-;-;-;-;;;-;;
Souvenir AK-47 | Steel Delta (Factory New);539;-;-;-;1;1;;;-;420 ₺;420 ₺
Souvenir Nova | Sobek's Bite (Minimal Wear);261;-;-;1;1;1;;;378 ₺;378 ₺;378 ₺
Souvenir P90 | ScaraB Rush (Minimal Wear);373;-;-;-;-;-;;;-;;
Souvenir P250 | Apep's Curse (Field-Tested);851;-;-;-;-;-;;;-;;
Souvenir Tec-9 | Mummy's Rot (Minimal Wear);196;-;-;-;-;1;;;-;;
Souvenir AWP | Black Nile (Minimal Wear);419;2;3;4;5;5;305 ₺;308 ₺;331 ₺;325 ₺;325 ₺
Souvenir Glock-18 | Ramese's Reach (Battle-Scarred);419;-;-;-;-;-;;;-;;
Souvenir USP-S | Desert Tactical (Factory New);124;-;-;-;-;-;;;-;;
Souvenir Glock-18 | Ramese's Reach (Well-Worn);440;-;-;-;-;-;;;-;;
Souvenir AWP | Black Nile (Factory New);1.391;-;-;-;1;1;;;-;800 ₺;800 ₺
Souvenir SSG 08 | Azure Glyph (Factory New);110;-;-;-;-;-;;;-;;
Souvenir AK-47 | Steel Delta (Field-Tested);222;-;-;-;-;-;;;-;;
Paris 2023 Viewer Pass + 3 Souvenir Tokens;699;1;2;5;7;8;285 ₺;285 ₺;285 ₺;275 ₺;279 ₺
Souvenir FAMAS | Waters of Nephthys (Field-Tested);1.455;-;-;-;-;-;;;-;;
Souvenir AK-47 | Steel Delta (Battle-Scarred);333;-;-;-;-;1;;;-;;
Souvenir M4A1-S | Mud-Spec (Factory New);242;1;1;1;2;2;190 ₺;190 ₺;190 ₺;200 ₺;200 ₺
Souvenir M4A1-S | Mud-Spec (Battle-Scarred);80;1;1;1;1;2;81 ₺;81 ₺;81 ₺;81 ₺;84 ₺
Souvenir AK-47 | Steel Delta (Minimal Wear);267;-;-;1;2;2;;;140 ₺;143 ₺;143 ₺
Souvenir M4A1-S | Mud-Spec (Minimal Wear);97;-;1;2;5;6;;97 ₺;81 ₺;87 ₺;83 ₺
Souvenir AWP | Black Nile (Battle-Scarred);465;-;-;-;-;-;;;-;;
Sticker | m0NESY (Holo) | Paris 2023;178;-;1;1;1;1;;150 ₺;150 ₺;150 ₺;150 ₺
Sticker | jks (Gold) | Paris 2023;375;-;-;-;-;-;;;-;;
Sticker | dexter (Holo) | Paris 2023;350;-;-;-;-;-;;;-;;
Sticker | Krad (Holo) | Paris 2023;95;-;-;-;-;-;;;-;;
Sticker | Fnatic (Gold) | Paris 2023;299;-;-;-;-;-;;;-;;
Sticker | GamerLegion (Holo) | Paris 2023;120;-;-;-;-;-;;;-;;
Sticker | HooXi (Gold) | Paris 2023;120;-;-;-;-;-;;;-;;
Sticker | Apeks (Holo) | Paris 2023;90;-;-;-;-;2;;;-;;
Sticker | Fluxo (Gold) | Paris 2023;80;-;-;-;-;1;;;-;;
Sticker | G2 Esports (Holo) | Paris 2023;235;-;1;2;3;4;;235 ₺;235 ₺;172 ₺;136 ₺
Sticker | FURIA (Gold) | Paris 2023;320;-;-;1;1;1;;;325 ₺;325 ₺;325 ₺
Sticker | FURIA (Holo) | Paris 2023;270;-;2;2;2;2;;95 ₺;95 ₺;95 ₺;95 ₺
Sticker | s1mple (Gold) | Paris 2023;1.450;-;3;3;3;3;;1100 ₺;1100 ₺;1100 ₺;1100 ₺
Sticker | paiN Gaming (Holo) | Paris 2023;175;-;-;-;-;1;;;-;;
Sticker | Natus Vincere (Gold) | Paris 2023;225;-;-;-;-;1;;;-;;
Sticker | Monte (Holo) | Paris 2023;150;-;-;-;-;-;;;-;;
Sticker | MOUZ (Holo) | Paris 2023;130;-;2;2;2;3;;168 ₺;168 ₺;168 ₺;141 ₺
Sticker | MOUZ (Gold) | Paris 2023;200;-;1;1;1;2;;123 ₺;123 ₺;123 ₺;131 ₺
Sticker | Team Liquid (Gold) | Paris 2023;175;-;-;1;1;2;;;175 ₺;175 ₺;103 ₺
Sticker | Natus Vincere (Holo) | Paris 2023;245;-;1;1;2;2;;244 ₺;244 ₺;202 ₺;202 ₺
Sticker | Fluxo (Holo) | Paris 2023;65;-;1;1;1;2;;52 ₺;52 ₺;52 ₺;56 ₺
Sticker | 9INE (Gold) | Paris 2023;240;-;-;-;-;-;;;-;;
Sticker | 9INE (Holo) | Paris 2023;199;-;-;-;1;1;;;-;225 ₺;225 ₺
M4A4 | Eye of Horus (Well-Worn);5.966;-;-;1;1;3;;;5778 ₺;5778 ₺;6392 ₺
P250 | Apep's Curse (Factory New);3.039;-;-;-;-;1;;;-;;
FAMAS | Waters of Nephthys (Well-Worn);1.204;-;-;-;-;-;;;-;;
AK-47 | Steel Delta (Well-Worn);50;1;3;8;11;12;41 ₺;45 ₺;44 ₺;45 ₺;45 ₺
M4A4 | Eye of Horus (Battle-Scarred);4.841;-;-;-;-;1;;;-;;
P90 | ScaraB Rush (Well-Worn);127;1;2;2;3;3;115 ₺;97 ₺;97 ₺;108 ₺;108 ₺
FAMAS | Waters of Nephthys (Minimal Wear);1.906;-;-;-;-;-;;;-;;
Glock-18 | Ramese's Reach (Factory New);501;3;5;7;9;13;593 ₺;538 ₺;527 ₺;507 ₺;485 ₺
M4A4 | Eye of Horus (Minimal Wear);11.992;-;-;1;1;5;;;9000 ₺;9000 ₺;10242 ₺
FAMAS | Waters of Nephthys (Factory New);2.907;-;-;2;3;3;;;2450 ₺;2433 ₺;2433 ₺
M4A4 | Eye of Horus (Factory New);18.250;-;-;-;1;1;;;-;21570 ₺;21570 ₺
P250 | Apep's Curse (Minimal Wear);1.721;-;-;1;1;1;;;1450 ₺;1450 ₺;1450 ₺
P90 | ScaraB Rush (Minimal Wear);253;1;2;4;8;10;242 ₺;221 ₺;235 ₺;243 ₺;248 ₺
AWP | Black Nile (Battle-Scarred);81;1;3;4;6;11;81 ₺;80 ₺;79 ₺;78 ₺;76 ₺
P250 | Apep's Curse (Battle-Scarred);1.075;-;-;-;-;-;;;-;;
P90 | ScaraB Rush (Battle-Scarred);124;-;-;-;-;1;;;-;;
Nova | Sobek's Bite (Well-Worn);130;-;-;-;1;2;;;-;141 ₺;152 ₺
MAG-7 | Copper Coated (Factory New);80;-;-;6;6;6;;;48 ₺;48 ₺;48 ₺
P90 | ScaraB Rush (Factory New);379;-;-;-;2;4;;;-;366 ₺;389 ₺
Nova | Sobek's Bite (Factory New);407;-;-;-;-;-;;;-;;
MAG-7 | Copper Coated (Minimal Wear);37;-;-;-;1;2;;;-;50 ₺;53 ₺
Nova | Sobek's Bite (Battle-Scarred);121;-;-;-;-;-;;;-;;
Glock-18 | Ramese's Reach (Battle-Scarred);133;1;2;4;9;10;120 ₺;136 ₺;130 ₺;132 ₺;129 ₺
P250 | Apep's Curse (Field-Tested);1.056;-;-;1;2;2;;;1074 ₺;1037 ₺;1037 ₺
Nova | Sobek's Bite (Minimal Wear);221;-;1;3;3;3;;225 ₺;264 ₺;264 ₺;264 ₺
P250 | Apep's Curse (Well-Worn);800;-;-;-;-;-;;;-;;
Tec-9 | Mummy's Rot (Field-Tested);30;1;3;11;15;20;30 ₺;30 ₺;31 ₺;32 ₺;33 ₺
MAG-7 | Copper Coated (Field-Tested);30;-;-;-;1;3;;;-;27 ₺;31 ₺
StatTrak™ M4A4 | Temukau (Factory New);8.637;-;-;-;1;1;;;-;6200 ₺;6200 ₺
StatTrak™ AWP | Duality (Battle-Scarred);198;-;-;1;3;3;;;160 ₺;148 ₺;148 ₺
StatTrak™ AWP | Duality (Well-Worn);263;-;-;-;-;-;;;-;;
StatTrak™ AWP | Duality (Factory New);994;-;-;1;2;2;;;777 ₺;914 ₺;914 ₺
StatTrak™ AWP | Duality (Minimal Wear);426;1;1;3;6;7;444 ₺;444 ₺;355 ₺;377 ₺;369 ₺
StatTrak™ Music Kit | Denzel Curry, ULTIMATE;194;3;8;19;38;49;169 ₺;167 ₺;171 ₺;173 ₺;172 ₺
StatTrak™ AWP | Duality (Field-Tested);204;3;3;6;13;17;179 ₺;179 ₺;168 ₺;171 ₺;167 ₺
StatTrak™ P2000 | Wicked Sick (Well-Worn);98;-;-;-;2;2;;;-;77 ₺;77 ₺
StatTrak™ M4A1-S | Emphorosaur-S (Well-Worn);107;2;2;3;7;10;65 ₺;65 ₺;77 ₺;88 ₺;82 ₺
StatTrak™ P2000 | Wicked Sick (Minimal Wear);328;-;-;-;-;-;;;-;;
StatTrak™ M4A4 | Temukau (Field-Tested);973;-;-;1;1;2;;;701 ₺;701 ₺;688 ₺
StatTrak™ UMP-45 | Wild Child (Factory New);901;-;-;-;-;-;;;-;;
StatTrak™ AK-47 | Head Shot (Factory New);4.570;1;1;1;1;1;4569 ₺;4569 ₺;4569 ₺;4569 ₺;4569 ₺
StatTrak™ R8 Revolver | Banana Cannon (Factory New);154;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Wicked Sick (Battle-Scarred);77;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Wicked Sick (Field-Tested);108;-;-;-;3;4;;;-;124 ₺;144 ₺
StatTrak™ UMP-45 | Wild Child (Battle-Scarred);87;-;-;-;-;-;;;-;;
StatTrak™ MAC-10 | Sakkaku (Well-Worn);49;2;2;3;4;5;58 ₺;58 ₺;54 ₺;51 ₺;50 ₺
StatTrak™ UMP-45 | Wild Child (Field-Tested);112;1;1;2;2;3;90 ₺;90 ₺;90 ₺;90 ₺;98 ₺
P2000 | Wicked Sick (Minimal Wear);189;1;2;2;6;8;125 ₺;131 ₺;131 ₺;146 ₺;146 ₺
StatTrak™ M4A4 | Temukau (Minimal Wear);3.200;1;1;1;1;2;3000 ₺;3000 ₺;3000 ₺;3000 ₺;2878 ₺
StatTrak™ M4A4 | Temukau (Battle-Scarred);670;-;-;1;2;3;;;410 ₺;388 ₺;416 ₺
StatTrak™ M4A1-S | Emphorosaur-S (Factory New);320;3;8;8;13;17;334 ₺;294 ₺;294 ₺;306 ₺;294 ₺
StatTrak™ R8 Revolver | Banana Cannon (Minimal Wear);51;-;-;-;1;2;;;-;50 ₺;51 ₺
StatTrak™ MAG-7 | Insomnia (Factory New);60;-;-;-;3;3;;;-;34 ₺;34 ₺
StatTrak™ AK-47 | Head Shot (Minimal Wear);1.808;-;1;3;7;8;;1650 ₺;1567 ₺;1675 ₺;1660 ₺
StatTrak™ UMP-45 | Wild Child (Well-Worn);92;-;1;1;2;5;;126 ₺;126 ₺;110 ₺;87 ₺
StatTrak™ MP5-SD | Liquidation (Factory New);45;-;1;1;2;2;;49 ₺;49 ₺;54 ₺;54 ₺
StatTrak™ UMP-45 | Wild Child (Minimal Wear);311;-;-;2;5;5;;;240 ₺;286 ₺;286 ₺
StatTrak™ P90 | Neoqueen (Factory New);124;3;4;6;11;14;118 ₺;119 ₺;116 ₺;118 ₺;121 ₺
StatTrak™ AK-47 | Head Shot (Well-Worn);627;-;2;3;7;7;;583 ₺;542 ₺;582 ₺;582 ₺
StatTrak™ Glock-18 | Umbral Rabbit (Factory New);175;1;3;4;7;10;170 ₺;198 ₺;199 ₺;181 ₺;185 ₺
M4A4 | Temukau (Factory New);3.600;-;1;1;4;7;;4500 ₺;4500 ₺;3609 ₺;3687 ₺
P2000 | Wicked Sick (Battle-Scarred);48;-;-;1;2;2;;;40 ₺;40 ₺;40 ₺
P2000 | Wicked Sick (Factory New);460;-;-;-;-;-;;;-;;
UMP-45 | Wild Child (Minimal Wear);173;-;-;1;4;7;;;140 ₺;155 ₺;151 ₺
UMP-45 | Wild Child (Well-Worn);51;-;1;1;5;7;;51 ₺;51 ₺;47 ₺;46 ₺
UMP-45 | Wild Child (Battle-Scarred);48;-;-;-;2;4;;;-;44 ₺;43 ₺
P2000 | Wicked Sick (Well-Worn);50;-;-;1;4;5;;;53 ₺;44 ₺;42 ₺
UMP-45 | Wild Child (Factory New);535;-;-;-;2;4;;;-;343 ₺;384 ₺
R8 Revolver | Banana Cannon (Factory New);54;1;1;1;2;3;54 ₺;54 ₺;54 ₺;50 ₺;48 ₺
★ StatTrak™ Huntsman Knife | Lore (Well-Worn);9.900;-;-;-;-;-;;;-;;
Sticker | 00 Nation (Gold) | Rio 2022;450;-;-;-;-;-;;;-;;
Sticker | Team Liquid (Gold) | Rio 2022;199;-;-;-;-;-;;;-;;
Sticker | degster (Holo) | Rio 2022;30;-;-;-;-;-;;;-;;
Sticker | 00 Nation (Glitter) | Rio 2022;45;-;-;-;-;-;;;-;;
Music Kit | Perfect World, 花脸 Hua Lian (Painted Face);143;1;2;3;6;7;110 ₺;105 ₺;123 ₺;134 ₺;127 ₺
StatTrak™ Music Kit | Perfect World, 花脸 Hua Lian (Painted Face);218;-;1;2;3;6;;180 ₺;203 ₺;209 ₺;202 ₺
StatTrak™ USP-S | Printstream (Well-Worn);2.554;-;-;-;-;1;;;-;;
StatTrak™ Music Kit | Sullivan King, Lock Me Up;51;-;2;3;6;9;;51 ₺;51 ₺;48 ₺;51 ₺
StatTrak™ Music Kit | Juelz, Shooters;60;-;2;4;9;12;;49 ₺;47 ₺;52 ₺;52 ₺
StatTrak™ Music Kit | 3kliksphilip, Heading for the Source;64;-;-;-;2;7;;;-;65 ₺;62 ₺
Sticker | Dust FA (Foil);245;-;-;-;-;1;;;-;;
Sticker | Magic Rush Ball (Lenticular);790;-;-;-;1;1;;;-;785 ₺;785 ₺
Sticker | Baby Howl;45;-;-;-;-;5;;;-;;
Sticker | Showdown (Foil);136;-;-;-;1;1;;;-;125 ₺;125 ₺
Sticker | Get Smoked (Holo);30;-;-;-;1;1;;;-;30 ₺;30 ₺
Sticker | Leaving The Station (Holo);330;-;-;-;-;-;;;-;;
StatTrak™ SG 553 | Dragon Tech (Well-Worn);30;-;-;-;1;3;;;-;40 ₺;46 ₺
StatTrak™ AK-47 | Ice Coaled (Well-Worn);487;1;2;4;4;7;485 ₺;413 ₺;415 ₺;415 ₺;397 ₺
StatTrak™ Sawed-Off | Kiss♥Love (Battle-Scarred);139;-;-;-;-;-;;;-;;
StatTrak™ P250 | Visions (Battle-Scarred);180;-;-;-;-;-;;;-;;
StatTrak™ M249 | Downtown (Factory New);115;-;-;-;-;-;;;-;;
StatTrak™ P250 | Visions (Well-Worn);257;-;-;-;-;-;;;-;;
StatTrak™ USP-S | Printstream (Factory New);10.159;-;-;-;-;1;;;-;;
StatTrak™ AWP | Chromatic Aberration (Factory New);1.667;-;-;4;5;6;;;1230 ₺;1244 ₺;1270 ₺
StatTrak™ AWP | Chromatic Aberration (Battle-Scarred);1.111;-;-;-;2;3;;;-;372 ₺;364 ₺
StatTrak™ R8 Revolver | Crazy 8 (Minimal Wear);69;-;-;-;2;4;;;-;67 ₺;73 ₺
StatTrak™ SG 553 | Dragon Tech (Factory New);163;1;1;4;7;11;120 ₺;120 ₺;141 ₺;139 ₺;147 ₺
StatTrak™ USP-S | Printstream (Battle-Scarred);2.053;-;1;1;1;3;;1404 ₺;1404 ₺;1404 ₺;1378 ₺
R8 Revolver | Crazy 8 (Factory New);75;1;1;3;6;10;59 ₺;59 ₺;61 ₺;62 ₺;60 ₺
StatTrak™ P90 | Vent Rush (Factory New);144;1;1;2;6;7;120 ₺;120 ₺;133 ₺;136 ₺;137 ₺
StatTrak™ SG 553 | Dragon Tech (Minimal Wear);77;-;3;8;13;20;;74 ₺;73 ₺;72 ₺;76 ₺
StatTrak™ Sawed-Off | Kiss♥Love (Field-Tested);180;-;-;-;-;1;;;-;;
★ StatTrak™ Shadow Daggers | Gamma Doppler (Minimal Wear);14.900;-;-;-;-;-;;;-;;
★ StatTrak™ Huntsman Knife | Bright Water (Well-Worn);4.445;-;-;-;-;-;;;-;;
StatTrak™ AWP | Chromatic Aberration (Minimal Wear);949;-;-;4;5;10;;;750 ₺;770 ₺;767 ₺
StatTrak™ P250 | Visions (Factory New);749;-;1;1;3;3;;670 ₺;670 ₺;648 ₺;648 ₺
StatTrak™ Sawed-Off | Kiss♥Love (Well-Worn);154;-;-;-;-;-;;;-;;
StatTrak™ Glock-18 | Winterized (Factory New);66;-;1;3;6;8;;72 ₺;79 ₺;70 ₺;66 ₺
P250 | Visions (Well-Worn);92;-;-;1;1;1;;;75 ₺;75 ₺;75 ₺
StatTrak™ R8 Revolver | Crazy 8 (Field-Tested);30;1;1;4;13;21;34 ₺;34 ₺;35 ₺;33 ₺;34 ₺
StatTrak™ Negev | Drop Me (Factory New);35;-;2;3;4;5;;43 ₺;44 ₺;44 ₺;43 ₺
Sawed-Off | Kiss♥Love (Well-Worn);81;-;-;-;1;2;;;-;70 ₺;68 ₺
P90 | Vent Rush (Factory New);51;1;1;5;12;15;58 ₺;58 ₺;61 ₺;53 ₺;53 ₺
StatTrak™ P250 | Visions (Field-Tested);185;2;2;3;5;7;137 ₺;137 ₺;131 ₺;143 ₺;142 ₺
P250 | Visions (Battle-Scarred);82;-;1;4;5;6;;80 ₺;69 ₺;67 ₺;66 ₺
StatTrak™ P90 | Vent Rush (Minimal Wear);55;-;-;-;-;-;;;-;;
Sawed-Off | Kiss♥Love (Battle-Scarred);65;-;-;-;-;2;;;-;;
StatTrak™ UMP-45 | Roadblock (Factory New);30;-;-;-;1;1;;;-;30 ₺;30 ₺
StatTrak™ M249 | Downtown (Minimal Wear);71;-;-;-;-;-;;;-;;
Sawed-Off | Kiss♥Love (Factory New);325;-;-;-;-;2;;;-;;
P250 | Visions (Factory New);401;-;-;2;5;7;;;295 ₺;291 ₺;297 ₺
StatTrak™ USP-S | Printstream (Field-Tested);2.604;-;-;2;5;7;;;1877 ₺;2123 ₺;2191 ₺
StatTrak™ MAC-10 | Monkeyflage (Factory New);36;-;1;4;12;17;;40 ₺;42 ₺;36 ₺;36 ₺
AWP | Chromatic Aberration (Battle-Scarred);195;1;1;3;3;5;135 ₺;135 ₺;157 ₺;157 ₺;161 ₺
StatTrak™ M249 | Downtown (Field-Tested);31;-;-;2;6;7;;;30 ₺;30 ₺;30 ₺
Sawed-Off | Kiss♥Love (Minimal Wear);190;-;6;6;9;12;;191 ₺;191 ₺;180 ₺;176 ₺
StatTrak™ SG 553 | Dragon Tech (Field-Tested);32;4;8;12;32;49;31 ₺;34 ₺;35 ₺;34 ₺;35 ₺
StatTrak™ Dual Berettas | Flora Carnivora (Minimal Wear);69;-;1;5;11;14;;83 ₺;83 ₺;86 ₺;82 ₺
StatTrak™ P90 | Vent Rush (Field-Tested);45;1;1;7;18;29;30 ₺;30 ₺;32 ₺;42 ₺;38 ₺
★ StatTrak™ Bowie Knife | Gamma Doppler (Minimal Wear);17.000;-;-;-;-;-;;;-;;
Sticker | kabal (Gold) | Antwerp 2022;150;-;-;-;-;-;;;-;;
Sticker | Calyx (Gold) | Antwerp 2022;200;-;-;-;-;-;;;-;;
★ StatTrak™ Huntsman Knife | Autotronic (Factory New);15.051;-;-;-;-;-;;;-;;
Antwerp 2022 Dust II Souvenir Package;400;-;-;-;-;-;;;-;;
Sticker | TeSeS (Holo) | Antwerp 2022;30;-;-;-;-;-;;;-;;
Sticker | Team Spirit (Gold) | Antwerp 2022;200;-;-;1;1;1;;;230 ₺;230 ₺;230 ₺
Sticker | Copenhagen Flames (Holo) | Antwerp 2022;130;-;-;-;-;-;;;-;;
Sticker | karrigan (Holo) | Antwerp 2022;130;-;-;-;-;-;;;-;;
Sticker | junior (Holo) | Antwerp 2022;50;-;-;-;-;-;;;-;;
Sticker | imoRR (Holo) | Antwerp 2022;90;1;2;2;2;3;30 ₺;30 ₺;30 ₺;30 ₺;70 ₺
★ StatTrak™ Falchion Knife | Autotronic (Battle-Scarred);6.880;-;-;-;-;-;;;-;;
★ Huntsman Knife | Bright Water (Battle-Scarred);5.126;-;-;-;1;1;;;-;3200 ₺;3200 ₺
★ StatTrak™ Shadow Daggers | Lore (Well-Worn);5.561;-;-;1;1;1;;;5046 ₺;5046 ₺;5046 ₺
★ StatTrak™ Bowie Knife | Autotronic (Well-Worn);9.068;-;-;-;-;-;;;-;;
★ StatTrak™ Shadow Daggers | Autotronic (Battle-Scarred);5.473;-;-;-;-;-;;;-;;
★ Bowie Knife | Black Laminate (Factory New);7.150;1;1;2;3;3;4850 ₺;4850 ₺;4850 ₺;4867 ₺;4867 ₺
Souvenir Galil AR | Amber Fade (Well-Worn);161;-;-;-;-;-;;;-;;
★ StatTrak™ Huntsman Knife | Freehand (Well-Worn);7.086;-;-;-;-;-;;;-;;
StatTrak™ MP9 | Starlight Protector (Minimal Wear);667;-;1;2;3;4;;706 ₺;666 ₺;661 ₺;627 ₺
StatTrak™ Dual Berettas | Melondrama (Battle-Scarred);73;-;-;-;-;2;;;-;;
StatTrak™ M4A1-S | Night Terror (Well-Worn);150;-;2;3;9;13;;104 ₺;97 ₺;98 ₺;102 ₺
StatTrak™ MP9 | Starlight Protector (Well-Worn);403;-;-;1;1;1;;;589 ₺;589 ₺;589 ₺
StatTrak™ AK-47 | Nightwish (Battle-Scarred);475;-;1;2;5;6;;380 ₺;355 ₺;338 ₺;335 ₺
StatTrak™ AK-47 | Nightwish (Well-Worn);500;1;1;3;7;12;420 ₺;420 ₺;440 ₺;433 ₺;447 ₺
StatTrak™ MP9 | Starlight Protector (Battle-Scarred);260;1;1;1;2;2;200 ₺;200 ₺;200 ₺;171 ₺;171 ₺
★ StatTrak™ Huntsman Knife | Lore (Battle-Scarred);10.087;-;-;-;-;-;;;-;;
StatTrak™ FAMAS | Rapid Eye Movement (Well-Worn);61;-;-;-;2;4;;;-;63 ₺;66 ₺
StatTrak™ AK-47 | Nightwish (Minimal Wear);1.650;2;8;15;21;26;1401 ₺;1288 ₺;1306 ₺;1328 ₺;1323 ₺
AK-47 | Nightwish (Factory New);2.478;2;2;2;9;14;2020 ₺;2020 ₺;2020 ₺;2087 ₺;1912 ₺
FAMAS | Rapid Eye Movement (Factory New);283;-;-;2;2;4;;;258 ₺;258 ₺;229 ₺
StatTrak™ MP9 | Starlight Protector (Field-Tested);269;-;2;3;10;14;;185 ₺;207 ₺;251 ₺;241 ₺
★ Butterfly Knife | Bright Water (Battle-Scarred);34.379;-;-;1;1;2;;;25000 ₺;25000 ₺;24100 ₺
★ Bowie Knife | Bright Water (Well-Worn);5.051;1;2;2;2;2;3500 ₺;3500 ₺;3500 ₺;3500 ₺;3500 ₺
MP9 | Starlight Protector (Well-Worn);110;1;2;4;6;8;75 ₺;78 ₺;78 ₺;84 ₺;92 ₺
StatTrak™ MP7 | Abyssal Apparition (Well-Worn);65;-;1;1;1;1;;64 ₺;64 ₺;64 ₺;64 ₺
StatTrak™ FAMAS | Rapid Eye Movement (Field-Tested);98;1;2;2;8;11;69 ₺;65 ₺;65 ₺;72 ₺;72 ₺
StatTrak™ MP7 | Abyssal Apparition (Factory New);584;-;-;1;1;1;;;425 ₺;425 ₺;425 ₺
StatTrak™ FAMAS | Rapid Eye Movement (Minimal Wear);211;1;4;4;7;8;196 ₺;186 ₺;186 ₺;188 ₺;181 ₺
StatTrak™ MP7 | Abyssal Apparition (Minimal Wear);235;1;1;2;2;4;120 ₺;120 ₺;148 ₺;148 ₺;133 ₺
StatTrak™ MP9 | Starlight Protector (Factory New);2.000;-;-;3;3;3;;;1762 ₺;1762 ₺;1762 ₺
MP9 | Starlight Protector (Battle-Scarred);80;2;2;5;16;28;55 ₺;55 ₺;70 ₺;65 ₺;65 ₺
Dual Berettas | Melondrama (Factory New);288;-;-;1;2;5;;;250 ₺;250 ₺;214 ₺
StatTrak™ FAMAS | Rapid Eye Movement (Factory New);771;-;-;-;-;2;;;-;;
StatTrak™ Dual Berettas | Melondrama (Factory New);697;-;1;1;1;1;;420 ₺;420 ₺;420 ₺;420 ₺
StatTrak™ G3SG1 | Dream Glade (Factory New);128;-;-;-;-;-;;;-;;
StatTrak™ XM1014 | Zombie Offensive (Factory New);99;-;1;2;4;8;;95 ₺;83 ₺;77 ₺;72 ₺
FAMAS | Rapid Eye Movement (Battle-Scarred);30;-;-;-;3;10;;;-;31 ₺;34 ₺
G3SG1 | Dream Glade (Factory New);50;-;-;-;2;2;;;-;49 ₺;49 ₺
MP7 | Abyssal Apparition (Battle-Scarred);42;-;1;2;3;6;;125 ₺;78 ₺;58 ₺;45 ₺
StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred);70;-;-;1;1;1;;;45 ₺;45 ₺;45 ₺
StatTrak™ PP-Bizon | Space Cat (Factory New);101;-;1;1;4;4;;87 ₺;87 ₺;81 ₺;81 ₺
StatTrak™ XM1014 | Zombie Offensive (Minimal Wear);41;-;-;1;4;5;;;30 ₺;34 ₺;34 ₺
MP7 | Abyssal Apparition (Minimal Wear);114;-;-;1;3;8;;;90 ₺;96 ₺;95 ₺
Dual Berettas | Melondrama (Battle-Scarred);40;-;2;2;8;11;;35 ₺;35 ₺;34 ₺;34 ₺
Dual Berettas | Melondrama (Well-Worn);42;-;-;2;6;13;;;35 ₺;31 ₺;33 ₺
StatTrak™ AK-47 | Nightwish (Factory New);4.880;-;-;-;-;-;;;-;;
★ Bowie Knife | Freehand (Battle-Scarred);5.229;-;-;-;-;-;;;-;;
StatTrak™ Dual Berettas | Melondrama (Minimal Wear);195;1;1;2;4;5;194 ₺;194 ₺;233 ₺;203 ₺;192 ₺
StatTrak™ G3SG1 | Dream Glade (Minimal Wear);39;1;2;2;3;5;41 ₺;39 ₺;39 ₺;38 ₺;34 ₺
FAMAS | Rapid Eye Movement (Well-Worn);44;-;2;3;8;16;;352 ₺;249 ₺;114 ₺;74 ₺
StatTrak™ USP-S | Ticket to Hell (Battle-Scarred);35;1;1;2;6;9;35 ₺;35 ₺;33 ₺;35 ₺;39 ₺
Souvenir P90 | Run and Hide (Factory New);4.407;-;-;-;-;-;;;-;;
★ StatTrak™ Falchion Knife | Lore (Factory New);13.030;-;-;-;-;-;;;-;;
★ Huntsman Knife | Gamma Doppler (Minimal Wear);19.485;-;-;-;1;2;;;-;14000 ₺;13280 ₺
★ StatTrak™ Bowie Knife | Freehand (Factory New);10.657;-;-;-;1;1;;;-;7800 ₺;7800 ₺
